Motif_Identifier	GO_Term_Identifier	GOMo_Score	p-value	q-value
17	GO:0015928	8.688e-03	1.959e-05	3.010e-03
17	GO:0044259	8.714e-03	1.967e-05	3.010e-03
17	GO:0007435	9.019e-03	2.162e-05	3.262e-03
17	GO:0007409	9.121e-03	2.247e-05	3.344e-03
17	GO:0045664	9.649e-03	2.815e-05	4.127e-03
17	GO:0032963	9.723e-03	2.849e-05	4.127e-03
17	GO:0007264	9.780e-03	2.908e-05	4.157e-03
17	GO:0009725	9.945e-03	3.069e-05	4.331e-03
17	GO:0007155	1.036e-02	3.553e-05	4.948e-03
17	GO:0042552	1.088e-02	4.248e-05	5.842e-03
17	GO:0016055	1.103e-02	4.384e-05	5.953e-03
17	GO:0051271	1.115e-02	4.511e-05	6.050e-03
17	GO:0022610	1.149e-02	5.003e-05	6.628e-03
17	GO:0005887	1.181e-02	5.231e-05	6.769e-03
17	GO:0022836	1.193e-02	5.350e-05	6.769e-03
17	GO:0005261	1.196e-02	5.410e-05	6.769e-03
17	GO:0005773	1.204e-02	5.503e-05	6.769e-03
17	GO:0006066	1.204e-02	5.503e-05	6.769e-03
17	GO:0050905	1.205e-02	5.511e-05	6.769e-03
17	GO:0005216	1.207e-02	5.545e-05	6.769e-03
17	GO:0005794	1.221e-02	5.791e-05	6.991e-03
17	GO:0007268	1.237e-02	5.995e-05	7.079e-03
17	GO:0051239	1.237e-02	5.995e-05	7.079e-03
17	GO:0017153	1.251e-02	6.215e-05	7.158e-03
17	GO:0019725	1.254e-02	6.283e-05	7.158e-03
17	GO:0048858	1.261e-02	6.325e-05	7.158e-03
17	GO:0050770	1.262e-02	6.325e-05	7.158e-03
17	GO:0044236	1.276e-02	6.537e-05	7.231e-03
17	GO:0005626	1.277e-02	6.571e-05	7.231e-03
17	GO:0044243	1.278e-02	6.597e-05	7.231e-03
17	GO:0005546	1.282e-02	6.656e-05	7.231e-03
17	GO:0006022	1.316e-02	7.148e-05	7.688e-03
17	GO:0009190	1.331e-02	7.385e-05	7.866e-03
17	GO:0050885	1.361e-02	7.792e-05	7.989e-03
17	GO:0006928	1.363e-02	7.826e-05	7.989e-03
17	GO:0051674	1.363e-02	7.826e-05	7.989e-03
17	GO:0034616	1.367e-02	7.860e-05	7.989e-03
17	GO:0046873	1.367e-02	7.868e-05	7.989e-03
17	GO:0016052	1.424e-02	8.954e-05	9.007e-03
17	GO:0065008	1.438e-02	9.183e-05	9.069e-03
17	GO:0001508	1.438e-02	9.183e-05	9.069e-03
17	GO:0048732	1.442e-02	9.352e-05	9.153e-03
17	GO:0001871	1.461e-02	9.700e-05	9.326e-03
17	GO:0030247	1.461e-02	9.700e-05	9.326e-03
17	GO:0022838	1.524e-02	1.112e-04	1.051e-02
17	GO:0008083	1.524e-02	1.112e-04	1.051e-02
17	GO:0010646	1.553e-02	1.177e-04	1.102e-02
17	GO:0030799	1.563e-02	1.196e-04	1.111e-02
17	GO:0006140	1.573e-02	1.228e-04	1.130e-02
17	GO:0009100	1.586e-02	1.266e-04	1.156e-02
17	GO:0000267	1.623e-02	1.349e-04	1.213e-02
17	GO:0044057	1.625e-02	1.351e-04	1.213e-02
17	GO:0030155	1.629e-02	1.363e-04	1.213e-02
17	GO:0010975	1.644e-02	1.408e-04	1.244e-02
17	GO:0015267	1.674e-02	1.483e-04	1.299e-02
17	GO:0048168	1.683e-02	1.503e-04	1.307e-02
17	GO:0043005	1.705e-02	1.565e-04	1.342e-02
17	GO:0009653	1.715e-02	1.591e-04	1.342e-02
17	GO:0035272	1.715e-02	1.591e-04	1.342e-02
17	GO:0002053	1.716e-02	1.594e-04	1.342e-02
17	GO:0048878	1.792e-02	1.824e-04	1.505e-02
17	GO:0030802	1.794e-02	1.829e-04	1.505e-02
17	GO:0030808	1.794e-02	1.829e-04	1.505e-02
17	GO:0030246	1.835e-02	1.955e-04	1.597e-02
17	GO:0043167	1.862e-02	2.061e-04	1.658e-02
17	GO:0010648	1.865e-02	2.073e-04	1.658e-02
17	GO:0031644	1.866e-02	2.076e-04	1.658e-02
17	GO:0022803	1.887e-02	2.142e-04	1.698e-02
17	GO:0051969	1.890e-02	2.157e-04	1.698e-02
17	GO:0050801	1.902e-02	2.207e-04	1.721e-02
17	GO:0051050	1.906e-02	2.218e-04	1.721e-02
17	GO:0010720	1.978e-02	2.476e-04	1.908e-02
17	GO:0007160	2.019e-02	2.608e-04	1.995e-02
17	GO:0055082	2.059e-02	2.776e-04	2.109e-02
17	GO:0005515	2.117e-02	2.985e-04	2.252e-02
17	GO:0030955	2.124e-02	3.018e-04	2.262e-02
17	GO:0030574	2.165e-02	3.185e-04	2.370e-02
17	GO:0042562	2.175e-02	3.239e-04	2.394e-02
17	GO:0010721	2.196e-02	3.325e-04	2.423e-02
17	GO:0060438	2.201e-02	3.346e-04	2.423e-02
17	GO:0060441	2.201e-02	3.346e-04	2.423e-02
17	GO:0045777	2.209e-02	3.381e-04	2.433e-02
17	GO:0019838	2.231e-02	3.481e-04	2.469e-02
17	GO:0042605	2.234e-02	3.498e-04	2.469e-02
17	GO:0010464	2.234e-02	3.500e-04	2.469e-02
17	GO:0044246	2.245e-02	3.548e-04	2.487e-02
17	GO:0032910	2.276e-02	3.714e-04	2.586e-02
17	GO:0048169	2.284e-02	3.749e-04	2.594e-02
17	GO:0016758	2.291e-02	3.782e-04	2.600e-02
17	GO:0019882	2.302e-02	3.827e-04	2.615e-02
17	GO:0016892	2.310e-02	3.868e-04	2.626e-02
17	GO:0007218	2.349e-02	4.054e-04	2.707e-02
17	GO:0007389	2.356e-02	4.086e-04	2.707e-02
17	GO:0004713	2.357e-02	4.087e-04	2.707e-02
17	GO:0032990	2.357e-02	4.087e-04	2.707e-02
17	GO:0005488	2.367e-02	4.140e-04	2.726e-02
17	GO:0042592	2.376e-02	4.193e-04	2.744e-02
17	GO:0032403	2.387e-02	4.234e-04	2.754e-02
17	GO:0005112	2.394e-02	4.259e-04	2.754e-02
17	GO:0022604	2.403e-02	4.308e-04	2.754e-02
17	GO:0046658	2.405e-02	4.318e-04	2.754e-02
17	GO:0004522	2.411e-02	4.346e-04	2.754e-02
17	GO:0006811	2.415e-02	4.361e-04	2.754e-02
17	GO:0007422	2.446e-02	4.527e-04	2.843e-02
17	GO:0016798	2.456e-02	4.575e-04	2.856e-02
17	GO:0007154	2.464e-02	4.624e-04	2.856e-02
17	GO:0009124	2.465e-02	4.626e-04	2.856e-02
17	GO:0031589	2.490e-02	4.775e-04	2.910e-02
17	GO:0051145	2.491e-02	4.777e-04	2.910e-02
17	GO:0019797	2.504e-02	4.845e-04	2.910e-02
17	GO:0031544	2.504e-02	4.845e-04	2.910e-02
17	GO:0030203	2.504e-02	4.847e-04	2.910e-02
17	GO:0030814	2.513e-02	4.897e-04	2.923e-02
17	GO:0000902	2.524e-02	4.953e-04	2.925e-02
17	GO:0022409	2.524e-02	4.954e-04	2.925e-02
17	GO:0032922	2.534e-02	5.008e-04	2.941e-02
17	GO:0060349	2.548e-02	5.089e-04	2.956e-02
17	GO:0060425	2.551e-02	5.099e-04	2.956e-02
17	GO:0006873	2.556e-02	5.116e-04	2.956e-02
17	GO:0005003	2.610e-02	5.424e-04	3.118e-02
17	GO:0051445	2.637e-02	5.577e-04	3.169e-02
17	GO:0045446	2.639e-02	5.593e-04	3.169e-02
17	GO:0051272	2.641e-02	5.600e-04	3.169e-02
17	GO:0007274	2.677e-02	5.814e-04	3.260e-02
17	GO:0043169	2.678e-02	5.821e-04	3.260e-02
17	GO:0021953	2.686e-02	5.888e-04	3.280e-02
17	GO:0008889	2.715e-02	6.045e-04	3.350e-02
17	GO:0031995	2.728e-02	6.144e-04	3.384e-02
17	GO:0044262	2.733e-02	6.168e-04	3.384e-02
17	GO:0012505	2.765e-02	6.384e-04	3.485e-02
17	GO:0031344	2.780e-02	6.504e-04	3.533e-02
17	GO:0008376	2.797e-02	6.619e-04	3.542e-02
17	GO:0032651	2.797e-02	6.619e-04	3.542e-02
17	GO:0032652	2.797e-02	6.619e-04	3.542e-02
17	GO:0044253	2.803e-02	6.656e-04	3.545e-02
17	GO:0033842	2.809e-02	6.694e-04	3.548e-02
17	GO:0050769	2.858e-02	7.032e-04	3.709e-02
17	GO:0032870	2.868e-02	7.110e-04	3.710e-02
17	GO:0045761	2.869e-02	7.129e-04	3.710e-02
17	GO:0032388	2.871e-02	7.137e-04	3.710e-02
17	GO:0004114	2.890e-02	7.266e-04	3.744e-02
17	GO:0045409	2.891e-02	7.272e-04	3.744e-02
17	GO:0045213	2.895e-02	7.306e-04	3.744e-02
17	GO:0051179	2.938e-02	7.603e-04	3.878e-02
17	GO:0043121	2.950e-02	7.712e-04	3.915e-02
17	GO:0043537	2.964e-02	7.829e-04	3.951e-02
17	GO:0016342	2.968e-02	7.856e-04	3.951e-02
17	GO:0006690	2.996e-02	8.040e-04	4.025e-02
17	GO:0008201	3.033e-02	8.314e-04	4.143e-02
17	GO:0007169	3.038e-02	8.355e-04	4.145e-02
17	GO:0042802	3.048e-02	8.420e-04	4.158e-02
17	GO:0006692	3.082e-02	8.734e-04	4.274e-02
17	GO:0006693	3.082e-02	8.734e-04	4.274e-02
17	GO:0005624	3.094e-02	8.812e-04	4.293e-02
17	GO:0004653	3.109e-02	8.944e-04	4.338e-02
17	GO:0007271	3.122e-02	9.052e-04	4.371e-02
17	GO:0030817	3.137e-02	9.175e-04	4.396e-02
17	GO:0005604	3.139e-02	9.186e-04	4.396e-02
17	GO:0050804	3.150e-02	9.260e-04	4.402e-02
17	GO:0050772	3.153e-02	9.287e-04	4.402e-02
17	GO:0005125	3.157e-02	9.319e-04	4.402e-02
17	GO:0031279	3.201e-02	9.692e-04	4.558e-02
17	GO:0009888	3.233e-02	1.001e-03	4.686e-02
17	GO:0017015	3.268e-02	1.030e-03	4.804e-02
17	GO:0040018	3.303e-02	1.064e-03	4.940e-02
17	GO:0015923	3.316e-02	1.077e-03	4.977e-02
18	GO:0004984	2.434e-11	8.479e-08	7.001e-05
18	GO:0007608	8.091e-11	8.479e-08	7.001e-05
18	GO:0007606	9.676e-10	8.479e-08	7.001e-05
18	GO:0004930	6.056e-08	8.479e-08	7.001e-05
18	GO:0007600	1.696e-06	8.479e-08	7.001e-05
18	GO:0007186	2.369e-06	8.479e-08	7.001e-05
18	GO:0050890	1.165e-05	8.479e-08	7.001e-05
18	GO:0004888	1.914e-05	8.479e-08	7.001e-05
18	GO:0004872	6.273e-05	8.479e-08	7.001e-05
18	GO:0050877	1.544e-04	8.479e-08	7.001e-05
18	GO:0007166	2.789e-04	8.479e-08	7.001e-05
18	GO:0004871	1.126e-03	8.479e-08	7.001e-05
18	GO:0060089	1.126e-03	8.479e-08	7.001e-05
18	GO:0005125	1.811e-03	8.479e-08	7.001e-05
18	GO:0003008	3.405e-03	2.544e-07	1.960e-04
18	GO:0002682	4.175e-03	5.087e-07	3.675e-04
18	GO:0050776	4.437e-03	1.017e-06	6.918e-04
18	GO:0005576	4.741e-03	1.357e-06	8.712e-04
18	GO:0006935	5.428e-03	2.289e-06	1.307e-03
18	GO:0042330	5.428e-03	2.289e-06	1.307e-03
18	GO:0002376	5.499e-03	2.374e-06	1.307e-03
18	GO:0006955	7.383e-03	6.105e-06	3.208e-03
18	GO:0002684	8.235e-03	8.309e-06	4.176e-03
18	GO:0035065	8.719e-03	1.068e-05	5.145e-03
18	GO:0050708	9.923e-03	1.789e-05	8.272e-03
18	GO:0005615	1.090e-02	2.476e-05	1.101e-02
18	GO:0050707	1.226e-02	3.722e-05	1.594e-02
18	GO:0050896	1.457e-02	6.351e-05	2.622e-02
18	GO:0001817	1.558e-02	7.809e-05	3.113e-02
18	GO:0004522	1.617e-02	8.869e-05	3.323e-02
18	GO:0021569	1.620e-02	8.911e-05	3.323e-02
18	GO:0050778	1.645e-02	9.488e-05	3.427e-02
18	GO:0050865	1.693e-02	1.028e-04	3.603e-02
18	GO:0042129	1.735e-02	1.106e-04	3.762e-02
18	GO:0048532	1.787e-02	1.225e-04	3.934e-02
18	GO:0002694	1.787e-02	1.225e-04	3.934e-02
18	GO:0035066	1.913e-02	1.473e-04	4.490e-02
18	GO:0050710	1.914e-02	1.476e-04	4.490e-02
18	GO:0030097	2.020e-02	1.745e-04	4.843e-02
18	GO:0030414	2.020e-02	1.745e-04	4.843e-02
18	GO:0050863	2.040e-02	1.797e-04	4.843e-02
18	GO:0032944	2.042e-02	1.802e-04	4.843e-02
18	GO:0070663	2.042e-02	1.802e-04	4.843e-02
19	GO:0003700	8.165e-13	8.479e-08	5.507e-06
19	GO:0030528	2.095e-12	8.479e-08	5.507e-06
19	GO:0043565	2.222e-12	8.479e-08	5.507e-06
19	GO:0007275	2.074e-11	8.479e-08	5.507e-06
19	GO:0045449	4.482e-11	8.479e-08	5.507e-06
19	GO:0048731	5.176e-11	8.479e-08	5.507e-06
19	GO:0010468	8.152e-11	8.479e-08	5.507e-06
19	GO:0009889	9.017e-11	8.479e-08	5.507e-06
19	GO:0031326	9.209e-11	8.479e-08	5.507e-06
19	GO:0010556	1.366e-10	8.479e-08	5.507e-06
19	GO:0032502	1.387e-10	8.479e-08	5.507e-06
19	GO:0007399	1.430e-10	8.479e-08	5.507e-06
19	GO:0048856	1.738e-10	8.479e-08	5.507e-06
19	GO:0031323	2.876e-10	8.479e-08	5.507e-06
19	GO:0019222	5.747e-10	8.479e-08	5.507e-06
19	GO:0009653	8.754e-10	8.479e-08	5.507e-06
19	GO:0006355	9.050e-10	8.479e-08	5.507e-06
19	GO:0030154	1.186e-09	8.479e-08	5.507e-06
19	GO:0048468	1.461e-09	8.479e-08	5.507e-06
19	GO:0048869	2.513e-09	8.479e-08	5.507e-06
19	GO:0022008	2.689e-09	8.479e-08	5.507e-06
19	GO:0005515	2.802e-09	8.479e-08	5.507e-06
19	GO:0048513	4.468e-09	8.479e-08	5.507e-06
19	GO:0019219	5.866e-09	8.479e-08	5.507e-06
19	GO:0051171	6.252e-09	8.479e-08	5.507e-06
19	GO:0080090	8.349e-09	8.479e-08	5.507e-06
19	GO:0006357	9.683e-09	8.479e-08	5.507e-06
19	GO:0009790	1.497e-08	8.479e-08	5.507e-06
19	GO:0009887	1.559e-08	8.479e-08	5.507e-06
19	GO:0048699	2.525e-08	8.479e-08	5.507e-06
19	GO:0030182	2.905e-08	8.479e-08	5.507e-06
19	GO:0060255	3.962e-08	8.479e-08	5.507e-06
19	GO:0005488	1.512e-07	8.479e-08	5.507e-06
19	GO:0003677	1.681e-07	8.479e-08	5.507e-06
19	GO:0048598	2.328e-07	8.479e-08	5.507e-06
19	GO:0007389	2.541e-07	8.479e-08	5.507e-06
19	GO:0005622	7.324e-07	8.479e-08	5.507e-06
19	GO:0003002	1.011e-06	8.479e-08	5.507e-06
19	GO:0044424	1.049e-06	8.479e-08	5.507e-06
19	GO:0045941	1.157e-06	8.479e-08	5.507e-06
19	GO:0007417	1.310e-06	8.479e-08	5.507e-06
19	GO:0051252	1.314e-06	8.479e-08	5.507e-06
19	GO:0050794	1.364e-06	8.479e-08	5.507e-06
19	GO:0050789	1.447e-06	8.479e-08	5.507e-06
19	GO:0048522	1.500e-06	8.479e-08	5.507e-06
19	GO:0005634	1.827e-06	8.479e-08	5.507e-06
19	GO:0045893	2.025e-06	8.479e-08	5.507e-06
19	GO:0010628	2.157e-06	8.479e-08	5.507e-06
19	GO:0051254	2.451e-06	8.479e-08	5.507e-06
19	GO:0045944	2.503e-06	8.479e-08	5.507e-06
19	GO:0010557	4.258e-06	8.479e-08	5.507e-06
19	GO:0045935	4.391e-06	8.479e-08	5.507e-06
19	GO:0009888	4.547e-06	8.479e-08	5.507e-06
19	GO:0051173	4.759e-06	8.479e-08	5.507e-06
19	GO:0065007	5.215e-06	8.479e-08	5.507e-06
19	GO:0048666	5.460e-06	8.479e-08	5.507e-06
19	GO:0035295	6.180e-06	8.479e-08	5.507e-06
19	GO:0010604	8.774e-06	8.479e-08	5.507e-06
19	GO:0031328	9.036e-06	8.479e-08	5.507e-06
19	GO:0003676	9.281e-06	8.479e-08	5.507e-06
19	GO:0060284	9.340e-06	8.479e-08	5.507e-06
19	GO:0009891	9.599e-06	8.479e-08	5.507e-06
19	GO:0007420	1.244e-05	8.479e-08	5.507e-06
19	GO:0048518	1.563e-05	8.479e-08	5.507e-06
19	GO:0048729	1.666e-05	8.479e-08	5.507e-06
19	GO:0031325	1.992e-05	8.479e-08	5.507e-06
19	GO:0031175	2.003e-05	8.479e-08	5.507e-06
19	GO:0048523	2.124e-05	8.479e-08	5.507e-06
19	GO:0001655	2.407e-05	8.479e-08	5.507e-06
19	GO:0009893	3.698e-05	8.479e-08	5.507e-06
19	GO:0048705	3.830e-05	8.479e-08	5.507e-06
19	GO:0009952	4.396e-05	8.479e-08	5.507e-06
19	GO:0043227	5.215e-05	8.479e-08	5.507e-06
19	GO:0043226	5.519e-05	8.479e-08	5.507e-06
19	GO:0010646	5.521e-05	8.479e-08	5.507e-06
19	GO:0043231	5.715e-05	8.479e-08	5.507e-06
19	GO:0010629	5.723e-05	8.479e-08	5.507e-06
19	GO:0043009	6.745e-05	8.479e-08	5.507e-06
19	GO:0051960	6.951e-05	8.479e-08	5.507e-06
19	GO:0009792	6.961e-05	8.479e-08	5.507e-06
19	GO:0043229	7.013e-05	8.479e-08	5.507e-06
19	GO:0007409	7.299e-05	8.479e-08	5.507e-06
19	GO:0045595	7.635e-05	8.479e-08	5.507e-06
19	GO:0016481	7.915e-05	8.479e-08	5.507e-06
19	GO:0050793	8.068e-05	8.479e-08	5.507e-06
19	GO:0003702	8.263e-05	8.479e-08	5.507e-06
19	GO:0045165	8.310e-05	8.479e-08	5.507e-06
19	GO:0030900	9.125e-05	8.479e-08	5.507e-06
19	GO:0050767	9.466e-05	8.479e-08	5.507e-06
19	GO:0010558	9.519e-05	8.479e-08	5.507e-06
19	GO:0009890	1.059e-04	8.479e-08	5.507e-06
19	GO:0048519	1.088e-04	8.479e-08	5.507e-06
19	GO:0048667	1.245e-04	8.479e-08	5.507e-06
19	GO:0007264	1.283e-04	8.479e-08	5.507e-06
19	GO:0048812	1.368e-04	8.479e-08	5.507e-06
19	GO:0009892	1.372e-04	8.479e-08	5.507e-06
19	GO:0045892	1.397e-04	8.479e-08	5.507e-06
19	GO:0031327	1.456e-04	8.479e-08	5.507e-06
19	GO:0048732	1.483e-04	8.479e-08	5.507e-06
19	GO:0031324	1.565e-04	8.479e-08	5.507e-06
19	GO:0051253	1.579e-04	8.479e-08	5.507e-06
19	GO:0045934	1.651e-04	8.479e-08	5.507e-06
19	GO:0051172	1.754e-04	8.479e-08	5.507e-06
19	GO:0001822	1.755e-04	8.479e-08	5.507e-06
19	GO:0007423	1.795e-04	8.479e-08	5.507e-06
19	GO:0000904	1.940e-04	8.479e-08	5.507e-06
19	GO:0010605	1.977e-04	8.479e-08	5.507e-06
19	GO:0016043	2.133e-04	8.479e-08	5.507e-06
19	GO:0060541	2.213e-04	8.479e-08	5.507e-06
19	GO:0030324	2.246e-04	8.479e-08	5.507e-06
19	GO:0030030	2.250e-04	8.479e-08	5.507e-06
19	GO:0031981	2.263e-04	8.479e-08	5.507e-06
19	GO:0001501	2.544e-04	8.479e-08	5.507e-06
19	GO:0016055	2.616e-04	8.479e-08	5.507e-06
19	GO:0030323	2.804e-04	8.479e-08	5.507e-06
19	GO:0000122	2.844e-04	8.479e-08	5.507e-06
19	GO:0048858	3.077e-04	8.479e-08	5.507e-06
19	GO:0043583	3.158e-04	8.479e-08	5.507e-06
19	GO:0006928	3.273e-04	8.479e-08	5.507e-06
19	GO:0051674	3.273e-04	8.479e-08	5.507e-06
19	GO:0051239	3.381e-04	8.479e-08	5.507e-06
19	GO:0019904	3.405e-04	8.479e-08	5.507e-06
19	GO:0032990	3.829e-04	8.479e-08	5.507e-06
19	GO:0048646	4.191e-04	8.479e-08	5.507e-06
19	GO:0016564	4.441e-04	8.479e-08	5.507e-06
19	GO:0009966	4.485e-04	8.479e-08	5.507e-06
19	GO:0016563	4.985e-04	8.479e-08	5.507e-06
19	GO:0007411	4.992e-04	8.479e-08	5.507e-06
19	GO:0046983	5.311e-04	8.479e-08	5.507e-06
19	GO:0001763	5.392e-04	8.479e-08	5.507e-06
19	GO:0045664	5.610e-04	8.479e-08	5.507e-06
19	GO:0007507	5.858e-04	8.479e-08	5.507e-06
19	GO:0007167	6.614e-04	8.479e-08	5.507e-06
19	GO:0044428	6.645e-04	8.479e-08	5.507e-06
19	GO:0007498	7.525e-04	8.479e-08	5.507e-06
19	GO:0017015	7.830e-04	8.479e-08	5.507e-06
19	GO:0035270	7.867e-04	8.479e-08	5.507e-06
19	GO:0021510	8.340e-04	8.479e-08	5.507e-06
19	GO:0044451	8.532e-04	8.479e-08	5.507e-06
19	GO:0030334	8.583e-04	8.479e-08	5.507e-06
19	GO:0005623	9.603e-04	8.479e-08	5.507e-06
19	GO:0044464	9.725e-04	8.479e-08	5.507e-06
19	GO:0048663	9.775e-04	8.479e-08	5.507e-06
19	GO:0002009	1.230e-03	8.479e-08	5.507e-06
19	GO:0060429	1.230e-03	8.479e-08	5.507e-06
19	GO:0019199	1.232e-03	8.479e-08	5.507e-06
19	GO:0048736	1.239e-03	8.479e-08	5.507e-06
19	GO:0060173	1.239e-03	8.479e-08	5.507e-06
19	GO:0030326	1.259e-03	8.479e-08	5.507e-06
19	GO:0035113	1.259e-03	8.479e-08	5.507e-06
19	GO:0042802	1.263e-03	8.479e-08	5.507e-06
19	GO:0035107	1.309e-03	8.479e-08	5.507e-06
19	GO:0035108	1.309e-03	8.479e-08	5.507e-06
19	GO:0007242	1.326e-03	8.479e-08	5.507e-06
19	GO:0010001	1.376e-03	8.479e-08	5.507e-06
19	GO:0035239	1.401e-03	8.479e-08	5.507e-06
19	GO:0000902	1.440e-03	8.479e-08	5.507e-06
19	GO:0001708	1.489e-03	8.479e-08	5.507e-06
19	GO:0032989	1.502e-03	8.479e-08	5.507e-06
19	GO:0042471	1.506e-03	8.479e-08	5.507e-06
19	GO:0060349	1.524e-03	8.479e-08	5.507e-06
19	GO:0051270	1.525e-03	8.479e-08	5.507e-06
19	GO:0070013	1.545e-03	1.696e-07	1.088e-05
19	GO:0008150	1.582e-03	1.696e-07	1.088e-05
19	GO:0032501	1.630e-03	3.392e-07	2.163e-05
19	GO:0043005	1.743e-03	5.087e-07	3.205e-05
19	GO:0005654	1.751e-03	5.087e-07	3.205e-05
19	GO:0004672	1.812e-03	5.935e-07	3.489e-05
19	GO:0022836	1.858e-03	5.935e-07	3.489e-05
19	GO:0048706	1.979e-03	5.935e-07	3.489e-05
19	GO:0042063	1.988e-03	5.935e-07	3.489e-05
19	GO:0005667	1.995e-03	5.935e-07	3.489e-05
19	GO:0030111	2.019e-03	5.935e-07	3.489e-05
19	GO:0043233	2.133e-03	5.935e-07	3.489e-05
19	GO:0030336	2.152e-03	5.935e-07	3.489e-05
19	GO:0048754	2.208e-03	5.935e-07	3.489e-05
19	GO:0090066	2.221e-03	5.935e-07	3.489e-05
19	GO:0031974	2.304e-03	5.935e-07	3.489e-05
19	GO:0004714	2.329e-03	5.935e-07	3.489e-05
19	GO:0043687	2.367e-03	6.783e-07	3.816e-05
19	GO:0032535	2.626e-03	6.783e-07	3.816e-05
19	GO:0007267	2.644e-03	6.783e-07	3.816e-05
19	GO:0005737	2.719e-03	6.783e-07	3.816e-05
19	GO:0051093	2.728e-03	6.783e-07	3.816e-05
19	GO:0045596	2.739e-03	6.783e-07	3.816e-05
19	GO:0016477	2.773e-03	6.783e-07	3.816e-05
19	GO:0021515	2.777e-03	6.783e-07	3.816e-05
19	GO:0010551	2.919e-03	7.631e-07	4.248e-05
19	GO:0007169	3.155e-03	7.631e-07	4.248e-05
19	GO:0008361	3.264e-03	9.327e-07	5.138e-05
19	GO:0030955	3.284e-03	9.327e-07	5.138e-05
19	GO:0003682	3.370e-03	1.017e-06	5.490e-05
19	GO:0030178	3.447e-03	1.017e-06	5.490e-05
19	GO:0043412	3.459e-03	1.017e-06	5.490e-05
19	GO:0048839	3.574e-03	1.017e-06	5.490e-05
19	GO:0040012	3.648e-03	1.187e-06	6.372e-05
19	GO:0016773	3.688e-03	1.272e-06	6.793e-05
19	GO:0019220	3.786e-03	1.357e-06	7.137e-05
19	GO:0051174	3.786e-03	1.357e-06	7.137e-05
19	GO:0031016	3.872e-03	1.357e-06	7.137e-05
19	GO:0006464	3.906e-03	1.441e-06	7.545e-05
19	GO:0004860	4.189e-03	1.696e-06	8.661e-05
19	GO:0046982	4.271e-03	1.696e-06	8.661e-05
19	GO:0042391	4.290e-03	1.696e-06	8.661e-05
19	GO:0051271	4.329e-03	1.696e-06	8.661e-05
19	GO:0021761	4.419e-03	1.696e-06	8.661e-05
19	GO:0043549	4.697e-03	1.865e-06	9.481e-05
19	GO:0010926	4.883e-03	1.950e-06	9.864e-05
19	GO:0001889	4.956e-03	2.205e-06	1.099e-04
19	GO:0008134	5.023e-03	2.205e-06	1.099e-04
19	GO:0008284	5.095e-03	2.205e-06	1.099e-04
19	GO:0048568	5.136e-03	2.289e-06	1.136e-04
19	GO:0042325	5.261e-03	2.459e-06	1.215e-04
19	GO:0006813	5.372e-03	2.544e-06	1.239e-04
19	GO:0050678	5.394e-03	2.544e-06	1.239e-04
19	GO:0050679	5.394e-03	2.544e-06	1.239e-04
19	GO:0021536	5.433e-03	2.628e-06	1.269e-04
19	GO:0032879	5.458e-03	2.628e-06	1.269e-04
19	GO:0003674	5.587e-03	3.222e-06	1.527e-04
19	GO:0042472	5.594e-03	3.222e-06	1.527e-04
19	GO:0019899	5.606e-03	3.222e-06	1.527e-04
19	GO:0005267	5.612e-03	3.222e-06	1.527e-04
19	GO:0016301	5.801e-03	3.561e-06	1.680e-04
19	GO:0045859	5.854e-03	3.646e-06	1.713e-04
19	GO:0001656	6.168e-03	4.409e-06	2.062e-04
19	GO:0051338	6.197e-03	4.494e-06	2.092e-04
19	GO:0003924	6.216e-03	4.579e-06	2.122e-04
19	GO:0009953	6.274e-03	4.748e-06	2.191e-04
19	GO:0042127	6.410e-03	5.342e-06	2.454e-04
19	GO:0033673	6.421e-03	5.426e-06	2.482e-04
19	GO:0009968	6.629e-03	6.444e-06	2.935e-04
19	GO:0007398	6.849e-03	7.631e-06	3.431e-04
19	GO:0065009	6.858e-03	7.631e-06	3.431e-04
19	GO:0048536	6.874e-03	7.631e-06	3.431e-04
19	GO:0007154	6.935e-03	7.716e-06	3.454e-04
19	GO:0045202	6.959e-03	7.885e-06	3.515e-04
19	GO:0035272	6.995e-03	8.225e-06	3.605e-04
19	GO:0042692	7.001e-03	8.225e-06	3.605e-04
19	GO:0048870	7.014e-03	8.225e-06	3.605e-04
19	GO:0045597	7.031e-03	8.225e-06	3.605e-04
19	GO:0014031	7.123e-03	8.394e-06	3.605e-04
19	GO:0048762	7.123e-03	8.394e-06	3.605e-04
19	GO:0007517	7.126e-03	8.394e-06	3.605e-04
19	GO:0021700	7.128e-03	8.394e-06	3.605e-04
19	GO:0065008	7.155e-03	8.394e-06	3.605e-04
19	GO:0048747	7.165e-03	8.479e-06	3.626e-04
19	GO:0016265	7.387e-03	9.496e-06	4.045e-04
19	GO:0009987	7.455e-03	9.920e-06	4.209e-04
19	GO:0019887	7.561e-03	1.068e-05	4.514e-04
19	GO:0019210	7.691e-03	1.128e-05	4.727e-04
19	GO:0042803	7.699e-03	1.128e-05	4.727e-04
19	GO:0021953	7.867e-03	1.196e-05	4.991e-04
19	GO:0003704	7.950e-03	1.238e-05	5.148e-04
19	GO:0042552	7.957e-03	1.246e-05	5.163e-04
19	GO:0007369	8.022e-03	1.348e-05	5.532e-04
19	GO:0007272	8.030e-03	1.357e-05	5.532e-04
