Motif_Identifier	GO_Term_Identifier	GOMo_Score	p-value	q-value
28	GO:0005215	1.315e-03	4.239e-07	2.893e-05
28	GO:0044459	1.324e-03	4.239e-07	2.893e-05
28	GO:0042127	1.370e-03	5.087e-07	3.192e-05
28	GO:0030425	1.389e-03	5.087e-07	3.192e-05
28	GO:0051270	1.389e-03	5.087e-07	3.192e-05
28	GO:0002009	1.425e-03	5.087e-07	3.192e-05
28	GO:0060429	1.425e-03	5.087e-07	3.192e-05
28	GO:0048878	1.457e-03	5.087e-07	3.192e-05
28	GO:0043086	1.466e-03	5.087e-07	3.192e-05
28	GO:0044057	1.501e-03	5.087e-07	3.192e-05
28	GO:0051050	1.537e-03	5.087e-07	3.192e-05
28	GO:0010558	1.550e-03	5.087e-07	3.192e-05
28	GO:0005216	1.580e-03	5.087e-07	3.192e-05
28	GO:0030001	1.604e-03	5.087e-07	3.192e-05
28	GO:0022891	1.632e-03	5.087e-07	3.192e-05
28	GO:0040012	1.703e-03	5.935e-07	3.611e-05
28	GO:0022843	1.715e-03	5.935e-07	3.611e-05
28	GO:0048667	1.731e-03	5.935e-07	3.611e-05
28	GO:0007411	1.756e-03	5.935e-07	3.611e-05
28	GO:0045934	1.757e-03	5.935e-07	3.611e-05
28	GO:0010648	1.805e-03	6.783e-07	4.103e-05
28	GO:0007267	1.891e-03	7.631e-07	4.507e-05
28	GO:0045165	1.929e-03	7.631e-07	4.507e-05
28	GO:0022603	1.937e-03	7.631e-07	4.507e-05
28	GO:0006810	1.942e-03	7.631e-07	4.507e-05
28	GO:0051172	1.970e-03	8.479e-07	4.894e-05
28	GO:0005267	2.092e-03	8.479e-07	4.894e-05
28	GO:0007409	2.095e-03	8.479e-07	4.894e-05
28	GO:0005245	2.104e-03	8.479e-07	4.894e-05
28	GO:0048514	2.185e-03	1.102e-06	6.220e-05
28	GO:0007507	2.187e-03	1.102e-06	6.220e-05
28	GO:0043583	2.216e-03	1.102e-06	6.220e-05
28	GO:0019199	2.253e-03	1.102e-06	6.220e-05
28	GO:0001655	2.303e-03	1.187e-06	6.588e-05
28	GO:0005634	2.314e-03	1.187e-06	6.588e-05
28	GO:0034702	2.316e-03	1.187e-06	6.588e-05
28	GO:0051234	2.415e-03	1.272e-06	7.020e-05
28	GO:0004672	2.517e-03	1.441e-06	7.913e-05
28	GO:0003674	2.622e-03	1.696e-06	8.968e-05
28	GO:0005578	2.641e-03	1.696e-06	8.968e-05
28	GO:0003702	2.653e-03	1.696e-06	8.968e-05
28	GO:0021510	2.682e-03	1.696e-06	8.968e-05
28	GO:0022857	2.685e-03	1.696e-06	8.968e-05
28	GO:0007265	2.694e-03	1.696e-06	8.968e-05
28	GO:0016043	2.730e-03	1.696e-06	8.968e-05
28	GO:0000902	2.748e-03	1.781e-06	9.367e-05
28	GO:0065008	2.879e-03	2.120e-06	1.081e-04
28	GO:0004714	2.893e-03	2.120e-06	1.081e-04
28	GO:0043687	2.923e-03	2.120e-06	1.081e-04
28	GO:0048858	2.975e-03	2.120e-06	1.081e-04
28	GO:0022604	3.020e-03	2.120e-06	1.081e-04
28	GO:0042803	3.034e-03	2.120e-06	1.081e-04
28	GO:0045596	3.131e-03	2.289e-06	1.139e-04
28	GO:0030900	3.134e-03	2.289e-06	1.139e-04
28	GO:0042325	3.142e-03	2.289e-06	1.139e-04
28	GO:0016055	3.173e-03	2.289e-06	1.139e-04
28	GO:0032990	3.174e-03	2.289e-06	1.139e-04
28	GO:0007242	3.224e-03	2.374e-06	1.175e-04
28	GO:0065009	3.439e-03	2.713e-06	1.324e-04
28	GO:0034703	3.459e-03	2.713e-06	1.324e-04
28	GO:0010926	3.505e-03	2.713e-06	1.324e-04
28	GO:0019220	3.625e-03	2.798e-06	1.346e-04
28	GO:0051174	3.625e-03	2.798e-06	1.346e-04
28	GO:0010769	3.643e-03	2.798e-06	1.346e-04
28	GO:0051128	3.694e-03	3.137e-06	1.488e-04
28	GO:0019838	3.697e-03	3.137e-06	1.488e-04
28	GO:0003705	3.711e-03	3.137e-06	1.488e-04
28	GO:0006812	3.727e-03	3.307e-06	1.539e-04
28	GO:0016301	3.749e-03	3.307e-06	1.539e-04
28	GO:0048706	3.759e-03	3.307e-06	1.539e-04
28	GO:0008324	3.772e-03	3.307e-06	1.539e-04
28	GO:0048704	3.851e-03	3.476e-06	1.611e-04
28	GO:0031344	3.876e-03	3.561e-06	1.635e-04
28	GO:0048536	3.960e-03	3.561e-06	1.635e-04
28	GO:0051271	3.989e-03	3.900e-06	1.783e-04
28	GO:0003924	4.237e-03	5.172e-06	2.353e-04
28	GO:0006464	4.278e-03	5.257e-06	2.381e-04
28	GO:0010551	4.347e-03	5.596e-06	2.523e-04
28	GO:0016773	4.448e-03	5.766e-06	2.588e-04
28	GO:0030879	4.456e-03	5.850e-06	2.615e-04
28	GO:0060541	4.597e-03	6.020e-06	2.667e-04
28	GO:0046982	4.607e-03	6.020e-06	2.667e-04
28	GO:0001822	4.672e-03	6.274e-06	2.767e-04
28	GO:0060341	4.718e-03	6.444e-06	2.830e-04
28	GO:0010975	5.057e-03	7.122e-06	3.114e-04
28	GO:0015075	5.349e-03	7.716e-06	3.359e-04
28	GO:0042552	5.387e-03	7.970e-06	3.455e-04
28	GO:0022037	5.977e-03	1.102e-05	4.758e-04
28	GO:0030036	6.065e-03	1.145e-05	4.878e-04
28	GO:0006468	6.070e-03	1.145e-05	4.878e-04
28	GO:0008284	6.085e-03	1.145e-05	4.878e-04
28	GO:0005794	6.145e-03	1.162e-05	4.930e-04
28	GO:0043412	6.166e-03	1.170e-05	4.945e-04
28	GO:0030324	6.404e-03	1.297e-05	5.460e-04
28	GO:0019904	6.556e-03	1.357e-05	5.686e-04
28	GO:0042692	6.559e-03	1.365e-05	5.698e-04
28	GO:0001763	6.647e-03	1.535e-05	6.379e-04
28	GO:0005783	6.867e-03	1.721e-05	7.125e-04
28	GO:0006928	6.892e-03	1.764e-05	7.241e-04
28	GO:0051674	6.892e-03	1.764e-05	7.241e-04
28	GO:0042592	6.971e-03	1.798e-05	7.351e-04
28	GO:0035239	7.053e-03	1.840e-05	7.494e-04
28	GO:0001525	7.118e-03	1.882e-05	7.636e-04
28	GO:0010828	7.147e-03	1.908e-05	7.677e-04
28	GO:0046326	7.147e-03	1.908e-05	7.677e-04
28	GO:0043167	7.213e-03	1.950e-05	7.817e-04
28	GO:0042063	7.276e-03	1.984e-05	7.890e-04
28	GO:0021515	7.281e-03	1.984e-05	7.890e-04
28	GO:0034704	7.304e-03	2.018e-05	7.993e-04
28	GO:0042641	7.326e-03	2.043e-05	8.062e-04
28	GO:0030323	7.396e-03	2.103e-05	8.264e-04
28	GO:0016563	7.655e-03	2.306e-05	9.029e-04
28	GO:0007272	7.716e-03	2.383e-05	9.253e-04
28	GO:0008366	7.716e-03	2.383e-05	9.253e-04
28	GO:0046872	7.729e-03	2.391e-05	9.253e-04
28	GO:0007223	7.915e-03	2.561e-05	9.834e-04
28	GO:0005201	7.928e-03	2.561e-05	9.834e-04
28	GO:0048736	8.430e-03	3.002e-05	1.143e-03
28	GO:0060173	8.430e-03	3.002e-05	1.143e-03
28	GO:0004713	8.484e-03	3.010e-05	1.143e-03
28	GO:0006936	8.566e-03	3.129e-05	1.184e-03
28	GO:0031226	8.821e-03	3.366e-05	1.269e-03
28	GO:0032583	8.995e-03	3.561e-05	1.337e-03
28	GO:0051130	9.043e-03	3.620e-05	1.353e-03
28	GO:0048754	9.068e-03	3.629e-05	1.353e-03
28	GO:0044087	9.219e-03	3.807e-05	1.414e-03
28	GO:0051246	9.246e-03	3.824e-05	1.415e-03
28	GO:0043169	9.420e-03	3.985e-05	1.469e-03
28	GO:0005604	9.505e-03	4.044e-05	1.486e-03
28	GO:0008076	9.694e-03	4.256e-05	1.552e-03
28	GO:0034705	9.694e-03	4.256e-05	1.552e-03
28	GO:0005891	9.764e-03	4.333e-05	1.574e-03
28	GO:0010033	9.840e-03	4.409e-05	1.596e-03
28	GO:0016772	9.975e-03	4.502e-05	1.624e-03
28	GO:0033500	1.008e-02	4.663e-05	1.670e-03
28	GO:0042593	1.008e-02	4.663e-05	1.670e-03
28	GO:0030029	1.015e-02	4.765e-05	1.701e-03
28	GO:0060349	1.018e-02	4.816e-05	1.707e-03
28	GO:0051051	1.019e-02	4.816e-05	1.707e-03
28	GO:0048839	1.021e-02	4.850e-05	1.713e-03
28	GO:0017124	1.030e-02	4.918e-05	1.731e-03
28	GO:0031346	1.053e-02	5.282e-05	1.853e-03
28	GO:0043025	1.062e-02	5.435e-05	1.896e-03
28	GO:0010001	1.064e-02	5.443e-05	1.896e-03
28	GO:0060263	1.068e-02	5.469e-05	1.898e-03
28	GO:0021516	1.072e-02	5.511e-05	1.906e-03
28	GO:0035270	1.074e-02	5.545e-05	1.912e-03
28	GO:0014070	1.079e-02	5.588e-05	1.920e-03
28	GO:0019226	1.089e-02	5.757e-05	1.971e-03
28	GO:0016740	1.091e-02	5.791e-05	1.976e-03
28	GO:0051897	1.099e-02	5.884e-05	2.000e-03
28	GO:0007517	1.101e-02	5.901e-05	2.000e-03
28	GO:0005865	1.103e-02	5.927e-05	2.002e-03
28	GO:0003012	1.106e-02	5.978e-05	2.013e-03
28	GO:0060627	1.115e-02	6.122e-05	2.054e-03
28	GO:0030512	1.121e-02	6.156e-05	2.059e-03
28	GO:0009987	1.125e-02	6.215e-05	2.072e-03
28	GO:0016044	1.154e-02	6.630e-05	2.203e-03
28	GO:0005249	1.173e-02	6.995e-05	2.317e-03
28	GO:0022612	1.180e-02	7.131e-05	2.354e-03
28	GO:0050790	1.189e-02	7.317e-05	2.407e-03
28	GO:0016020	1.193e-02	7.436e-05	2.434e-03
28	GO:0019899	1.196e-02	7.461e-05	2.434e-03
28	GO:0043549	1.197e-02	7.470e-05	2.434e-03
28	GO:0070838	1.218e-02	7.885e-05	2.556e-03
28	GO:0046324	1.220e-02	7.894e-05	2.556e-03
28	GO:0048332	1.224e-02	7.987e-05	2.577e-03
28	GO:0007044	1.248e-02	8.462e-05	2.707e-03
28	GO:0006816	1.248e-02	8.462e-05	2.707e-03
28	GO:0051247	1.249e-02	8.470e-05	2.707e-03
28	GO:0051896	1.259e-02	8.598e-05	2.739e-03
28	GO:0007266	1.263e-02	8.648e-05	2.747e-03
28	GO:0030326	1.279e-02	9.013e-05	2.845e-03
28	GO:0035113	1.279e-02	9.013e-05	2.845e-03
28	GO:0032148	1.281e-02	9.072e-05	2.855e-03
28	GO:0032355	1.285e-02	9.191e-05	2.883e-03
28	GO:0050770	1.296e-02	9.369e-05	2.930e-03
28	GO:0048593	1.299e-02	9.437e-05	2.942e-03
28	GO:0006066	1.302e-02	9.513e-05	2.957e-03
28	GO:0032582	1.314e-02	9.674e-05	2.997e-03
28	GO:0001757	1.324e-02	9.836e-05	3.038e-03
28	GO:0070482	1.327e-02	9.886e-05	3.038e-03
28	GO:0015804	1.327e-02	9.895e-05	3.038e-03
28	GO:0005516	1.341e-02	1.013e-04	3.101e-03
28	GO:0043588	1.348e-02	1.028e-04	3.136e-03
28	GO:0042471	1.349e-02	1.034e-04	3.147e-03
28	GO:0001704	1.391e-02	1.140e-04	3.451e-03
28	GO:0033017	1.392e-02	1.141e-04	3.451e-03
28	GO:0032368	1.396e-02	1.153e-04	3.477e-03
28	GO:0050801	1.405e-02	1.173e-04	3.525e-03
28	GO:0031589	1.411e-02	1.182e-04	3.543e-03
28	GO:0051969	1.419e-02	1.195e-04	3.570e-03
28	GO:0019898	1.421e-02	1.201e-04	3.580e-03
28	GO:0045859	1.431e-02	1.224e-04	3.635e-03
28	GO:0051338	1.441e-02	1.248e-04	3.694e-03
28	GO:0007422	1.441e-02	1.251e-04	3.694e-03
28	GO:0016477	1.447e-02	1.262e-04	3.715e-03
28	GO:0031420	1.455e-02	1.281e-04	3.762e-03
28	GO:0015674	1.459e-02	1.288e-04	3.765e-03
28	GO:0005887	1.460e-02	1.290e-04	3.765e-03
28	GO:0030178	1.478e-02	1.331e-04	3.875e-03
28	GO:0021549	1.495e-02	1.372e-04	3.982e-03
28	GO:0021937	1.497e-02	1.380e-04	3.995e-03
28	GO:0030510	1.502e-02	1.391e-04	4.015e-03
28	GO:0032403	1.543e-02	1.490e-04	4.287e-03
28	GO:0045597	1.556e-02	1.533e-04	4.399e-03
28	GO:0010553	1.574e-02	1.579e-04	4.517e-03
28	GO:0035107	1.587e-02	1.608e-04	4.576e-03
28	GO:0035108	1.587e-02	1.608e-04	4.576e-03
28	GO:0010721	1.595e-02	1.638e-04	4.648e-03
28	GO:0070875	1.598e-02	1.647e-04	4.659e-03
28	GO:0044420	1.617e-02	1.695e-04	4.782e-03
28	GO:0001649	1.631e-02	1.747e-04	4.914e-03
28	GO:0003013	1.665e-02	1.831e-04	5.122e-03
28	GO:0008015	1.665e-02	1.831e-04	5.122e-03
28	GO:0007160	1.682e-02	1.877e-04	5.238e-03
28	GO:0005667	1.691e-02	1.901e-04	5.290e-03
28	GO:0032268	1.702e-02	1.933e-04	5.364e-03
28	GO:0016265	1.710e-02	1.956e-04	5.413e-03
28	GO:0019725	1.715e-02	1.970e-04	5.438e-03
28	GO:0021575	1.722e-02	1.996e-04	5.493e-03
28	GO:0032270	1.734e-02	2.043e-04	5.606e-03
28	GO:0050768	1.747e-02	2.093e-04	5.730e-03
28	GO:0048407	1.771e-02	2.177e-04	5.944e-03
28	GO:0009725	1.780e-02	2.201e-04	5.993e-03
28	GO:0008134	1.793e-02	2.245e-04	6.096e-03
28	GO:0001570	1.809e-02	2.305e-04	6.241e-03
28	GO:0005198	1.817e-02	2.333e-04	6.302e-03
28	GO:0046332	1.826e-02	2.364e-04	6.362e-03
28	GO:0001707	1.827e-02	2.368e-04	6.362e-03
28	GO:0055082	1.835e-02	2.394e-04	6.413e-03
28	GO:0032870	1.841e-02	2.416e-04	6.455e-03
28	GO:0001666	1.854e-02	2.468e-04	6.578e-03
28	GO:0008092	1.857e-02	2.482e-04	6.588e-03
28	GO:0030902	1.858e-02	2.486e-04	6.588e-03
28	GO:0006942	1.860e-02	2.495e-04	6.588e-03
28	GO:0005626	1.860e-02	2.498e-04	6.588e-03
28	GO:0001508	1.867e-02	2.523e-04	6.637e-03
28	GO:0005520	1.877e-02	2.567e-04	6.733e-03
28	GO:0004674	1.898e-02	2.648e-04	6.929e-03
28	GO:0017157	1.903e-02	2.662e-04	6.949e-03
28	GO:0010941	1.905e-02	2.674e-04	6.962e-03
28	GO:0021936	1.912e-02	2.703e-04	7.001e-03
28	GO:0021940	1.912e-02	2.703e-04	7.001e-03
28	GO:0001708	1.915e-02	2.712e-04	7.007e-03
28	GO:0000002	1.918e-02	2.734e-04	7.046e-03
28	GO:0045777	1.926e-02	2.753e-04	7.073e-03
28	GO:0006937	1.928e-02	2.759e-04	7.073e-03
28	GO:0048041	1.944e-02	2.821e-04	7.213e-03
28	GO:0055008	1.952e-02	2.855e-04	7.263e-03
28	GO:0060415	1.952e-02	2.855e-04	7.263e-03
28	GO:0051129	1.963e-02	2.906e-04	7.374e-03
28	GO:0006140	1.971e-02	2.956e-04	7.482e-03
28	GO:0043586	1.977e-02	2.981e-04	7.528e-03
28	GO:0021696	2.001e-02	3.075e-04	7.746e-03
28	GO:0043010	2.002e-02	3.087e-04	7.757e-03
28	GO:0046628	2.008e-02	3.117e-04	7.812e-03
28	GO:0030799	2.013e-02	3.140e-04	7.850e-03
28	GO:0032432	2.034e-02	3.231e-04	8.059e-03
28	GO:0055010	2.054e-02	3.314e-04	8.244e-03
28	GO:0050804	2.059e-02	3.339e-04	8.270e-03
28	GO:0014031	2.062e-02	3.353e-04	8.270e-03
28	GO:0048762	2.062e-02	3.353e-04	8.270e-03
28	GO:0008083	2.063e-02	3.357e-04	8.270e-03
28	GO:0021700	2.067e-02	3.371e-04	8.285e-03
28	GO:0042221	2.071e-02	3.392e-04	8.317e-03
28	GO:0009719	2.074e-02	3.408e-04	8.334e-03
28	GO:0003704	2.080e-02	3.431e-04	8.372e-03
28	GO:0008219	2.088e-02	3.473e-04	8.453e-03
28	GO:0051046	2.103e-02	3.541e-04	8.597e-03
28	GO:0021695	2.119e-02	3.607e-04	8.737e-03
28	GO:0032371	2.147e-02	3.723e-04	8.975e-03
28	GO:0032374	2.147e-02	3.723e-04	8.975e-03
28	GO:0070887	2.166e-02	3.812e-04	9.159e-03
28	GO:0000267	2.169e-02	3.823e-04	9.159e-03
28	GO:0043067	2.169e-02	3.827e-04	9.159e-03
28	GO:0001709	2.205e-02	3.992e-04	9.530e-03
28	GO:0001701	2.207e-02	4.000e-04	9.530e-03
28	GO:0005262	2.213e-02	4.034e-04	9.588e-03
28	GO:0050679	2.218e-02	4.052e-04	9.603e-03
28	GO:0017147	2.221e-02	4.066e-04	9.603e-03
28	GO:0060350	2.221e-02	4.069e-04	9.603e-03
28	GO:0021895	2.224e-02	4.089e-04	9.612e-03
28	GO:0006873	2.226e-02	4.092e-04	9.612e-03
28	GO:0032312	2.232e-02	4.133e-04	9.685e-03
28	GO:0032570	2.244e-02	4.184e-04	9.783e-03
28	GO:0031644	2.249e-02	4.217e-04	9.836e-03
28	GO:0051591	2.254e-02	4.245e-04	9.880e-03
28	GO:0031330	2.259e-02	4.264e-04	9.901e-03
28	GO:0045806	2.272e-02	4.329e-04	1.003e-02
28	GO:0034330	2.286e-02	4.393e-04	1.015e-02
28	GO:0007010	2.288e-02	4.406e-04	1.016e-02
28	GO:0030335	2.296e-02	4.450e-04	1.024e-02
28	GO:0045725	2.297e-02	4.460e-04	1.024e-02
28	GO:0033700	2.300e-02	4.475e-04	1.024e-02
28	GO:0035272	2.301e-02	4.482e-04	1.024e-02
28	GO:0002790	2.312e-02	4.531e-04	1.033e-02
28	GO:0007492	2.316e-02	4.547e-04	1.034e-02
28	GO:0005501	2.340e-02	4.685e-04	1.064e-02
28	GO:0001725	2.342e-02	4.701e-04	1.065e-02
28	GO:0042472	2.349e-02	4.735e-04	1.070e-02
28	GO:0051094	2.351e-02	4.747e-04	1.070e-02
28	GO:0021761	2.371e-02	4.846e-04	1.090e-02
28	GO:0046626	2.378e-02	4.892e-04	1.098e-02
28	GO:0021543	2.380e-02	4.908e-04	1.099e-02
28	GO:0000323	2.383e-02	4.930e-04	1.099e-02
28	GO:0005764	2.383e-02	4.930e-04	1.099e-02
28	GO:0010827	2.388e-02	4.965e-04	1.105e-02
28	GO:0009880	2.462e-02	5.441e-04	1.208e-02
28	GO:0014032	2.476e-02	5.532e-04	1.223e-02
28	GO:0014033	2.476e-02	5.532e-04	1.223e-02
28	GO:0060548	2.485e-02	5.589e-04	1.228e-02
28	GO:0012501	2.485e-02	5.589e-04	1.228e-02
28	GO:0070325	2.486e-02	5.594e-04	1.228e-02
28	GO:0031329	2.495e-02	5.659e-04	1.240e-02
28	GO:0005861	2.513e-02	5.772e-04	1.262e-02
28	GO:0007369	2.527e-02	5.853e-04	1.274e-02
28	GO:0001569	2.527e-02	5.853e-04	1.274e-02
28	GO:0043691	2.540e-02	5.940e-04	1.290e-02
28	GO:0006915	2.564e-02	6.115e-04	1.325e-02
28	GO:0050995	2.578e-02	6.196e-04	1.340e-02
28	GO:0030814	2.599e-02	6.343e-04	1.369e-02
28	GO:0060485	2.617e-02	6.461e-04	1.391e-02
28	GO:0007194	2.634e-02	6.576e-04	1.407e-02
28	GO:0031280	2.634e-02	6.576e-04	1.407e-02
28	GO:0051350	2.634e-02	6.576e-04	1.407e-02
28	GO:0060056	2.638e-02	6.601e-04	1.410e-02
28	GO:0007271	2.660e-02	6.742e-04	1.437e-02
28	GO:0021587	2.666e-02	6.792e-04	1.444e-02
28	GO:0009925	2.667e-02	6.803e-04	1.444e-02
28	GO:0008060	2.672e-02	6.822e-04	1.445e-02
28	GO:0021527	2.693e-02	6.966e-04	1.472e-02
28	GO:0010720	2.707e-02	7.056e-04	1.488e-02
28	GO:0021877	2.716e-02	7.128e-04	1.500e-02
28	GO:0003676	2.733e-02	7.257e-04	1.524e-02
28	GO:0030855	2.739e-02	7.288e-04	1.525e-02
28	GO:0048730	2.739e-02	7.292e-04	1.525e-02
28	GO:0045833	2.755e-02	7.423e-04	1.549e-02
28	GO:0043235	2.769e-02	7.540e-04	1.570e-02
28	GO:0030802	2.781e-02	7.628e-04	1.582e-02
28	GO:0030808	2.781e-02	7.628e-04	1.582e-02
28	GO:0017154	2.788e-02	7.692e-04	1.592e-02
28	GO:0042981	2.810e-02	7.845e-04	1.620e-02
28	GO:0005624	2.829e-02	7.988e-04	1.647e-02
28	GO:0005158	2.840e-02	8.062e-04	1.658e-02
28	GO:0051056	2.849e-02	8.124e-04	1.668e-02
28	GO:0006469	2.859e-02	8.215e-04	1.683e-02
28	GO:0009894	2.868e-02	8.293e-04	1.694e-02
28	GO:0020037	2.870e-02	8.302e-04	1.694e-02
28	GO:0001656	2.879e-02	8.373e-04	1.705e-02
28	GO:0005975	2.917e-02	8.683e-04	1.765e-02
28	GO:0006672	2.940e-02	8.868e-04	1.798e-02
28	GO:0021537	2.942e-02	8.882e-04	1.798e-02
28	GO:0033829	2.949e-02	8.955e-04	1.809e-02
28	GO:0048469	2.992e-02	9.334e-04	1.878e-02
28	GO:0042059	2.992e-02	9.334e-04	1.878e-02
28	GO:0006996	3.002e-02	9.418e-04	1.885e-02
28	GO:0006793	3.002e-02	9.423e-04	1.885e-02
28	GO:0006796	3.002e-02	9.423e-04	1.885e-02
28	GO:0043069	3.012e-02	9.514e-04	1.899e-02
28	GO:0002020	3.019e-02	9.563e-04	1.905e-02
28	GO:0016331	3.027e-02	9.634e-04	1.915e-02
28	GO:0051346	3.072e-02	1.002e-03	1.983e-02
28	GO:0031345	3.074e-02	1.004e-03	1.983e-02
28	GO:0051100	3.075e-02	1.005e-03	1.983e-02
28	GO:0048678	3.076e-02	1.005e-03	1.983e-02
28	GO:0033673	3.081e-02	1.010e-03	1.986e-02
28	GO:0008217	3.082e-02	1.011e-03	1.986e-02
28	GO:0060443	3.094e-02	1.021e-03	1.999e-02
28	GO:0032328	3.094e-02	1.021e-03	1.999e-02
28	GO:0048644	3.107e-02	1.034e-03	2.016e-02
28	GO:0014073	3.109e-02	1.036e-03	2.016e-02
28	GO:0042220	3.109e-02	1.036e-03	2.016e-02
28	GO:0040008	3.127e-02	1.053e-03	2.046e-02
28	GO:0015270	3.129e-02	1.056e-03	2.048e-02
28	GO:0043279	3.148e-02	1.075e-03	2.079e-02
28	GO:0045666	3.167e-02	1.095e-03	2.115e-02
28	GO:0042995	3.186e-02	1.112e-03	2.143e-02
28	GO:0048008	3.200e-02	1.124e-03	2.163e-02
28	GO:0030199	3.205e-02	1.130e-03	2.169e-02
28	GO:0035282	3.207e-02	1.132e-03	2.169e-02
28	GO:0008306	3.208e-02	1.134e-03	2.169e-02
28	GO:0021915	3.211e-02	1.137e-03	2.170e-02
28	GO:0010310	3.213e-02	1.140e-03	2.173e-02
28	GO:0031016	3.238e-02	1.166e-03	2.219e-02
28	GO:0001502	3.241e-02	1.170e-03	2.221e-02
28	GO:0043535	3.250e-02	1.178e-03	2.232e-02
28	GO:0042490	3.265e-02	1.192e-03	2.252e-02
28	GO:0009953	3.267e-02	1.194e-03	2.252e-02
28	GO:0048486	3.268e-02	1.195e-03	2.252e-02
28	GO:0046519	3.278e-02	1.206e-03	2.268e-02
28	GO:0005102	3.288e-02	1.216e-03	2.284e-02
28	GO:0009967	3.295e-02	1.223e-03	2.290e-02
28	GO:0007154	3.299e-02	1.226e-03	2.290e-02
28	GO:0048863	3.300e-02	1.227e-03	2.290e-02
28	GO:0048168	3.311e-02	1.238e-03	2.308e-02
28	GO:0051348	3.320e-02	1.246e-03	2.314e-02
28	GO:0008016	3.321e-02	1.246e-03	2.314e-02
28	GO:0003682	3.329e-02	1.256e-03	2.325e-02
28	GO:0003712	3.329e-02	1.257e-03	2.325e-02
28	GO:0046903	3.344e-02	1.272e-03	2.350e-02
28	GO:0006275	3.379e-02	1.307e-03	2.410e-02
28	GO:0031225	3.383e-02	1.311e-03	2.411e-02
28	GO:0043234	3.389e-02	1.316e-03	2.417e-02
28	GO:0021536	3.400e-02	1.328e-03	2.435e-02
28	GO:0030072	3.464e-02	1.397e-03	2.555e-02
28	GO:0033135	3.501e-02	1.438e-03	2.627e-02
28	GO:0043066	3.510e-02	1.449e-03	2.641e-02
28	GO:0030817	3.523e-02	1.461e-03	2.656e-02
28	GO:0032369	3.523e-02	1.462e-03	2.656e-02
28	GO:0048483	3.532e-02	1.471e-03	2.667e-02
28	GO:0050772	3.537e-02	1.477e-03	2.673e-02
28	GO:0045601	3.545e-02	1.487e-03	2.687e-02
28	GO:0035313	3.550e-02	1.493e-03	2.693e-02
28	GO:0048340	3.557e-02	1.500e-03	2.698e-02
28	GO:0032012	3.557e-02	1.501e-03	2.698e-02
28	GO:0005035	3.574e-02	1.521e-03	2.729e-02
28	GO:0005773	3.595e-02	1.545e-03	2.766e-02
28	GO:0007005	3.609e-02	1.561e-03	2.781e-02
28	GO:0003714	3.609e-02	1.561e-03	2.781e-02
28	GO:0048709	3.610e-02	1.561e-03	2.781e-02
28	GO:0015175	3.625e-02	1.580e-03	2.809e-02
28	GO:0019318	3.632e-02	1.589e-03	2.821e-02
28	GO:0005509	3.650e-02	1.613e-03	2.859e-02
28	GO:0031399	3.661e-02	1.626e-03	2.876e-02
28	GO:0032891	3.675e-02	1.644e-03	2.903e-02
28	GO:0060393	3.688e-02	1.660e-03	2.926e-02
28	GO:0018212	3.702e-02	1.675e-03	2.947e-02
28	GO:0001948	3.703e-02	1.678e-03	2.947e-02
28	GO:0051272	3.711e-02	1.687e-03	2.957e-02
28	GO:0043408	3.714e-02	1.689e-03	2.957e-02
28	GO:0030511	3.722e-02	1.700e-03	2.970e-02
28	GO:0051216	3.745e-02	1.729e-03	3.013e-02
28	GO:0048844	3.748e-02	1.733e-03	3.013e-02
28	GO:0060840	3.748e-02	1.733e-03	3.013e-02
28	GO:0015833	3.759e-02	1.747e-03	3.025e-02
28	GO:0055085	3.760e-02	1.749e-03	3.025e-02
28	GO:0021904	3.760e-02	1.749e-03	3.025e-02
28	GO:0070873	3.766e-02	1.757e-03	3.033e-02
28	GO:0032593	3.792e-02	1.789e-03	3.083e-02
28	GO:0001558	3.807e-02	1.811e-03	3.116e-02
28	GO:0043523	3.831e-02	1.843e-03	3.166e-02
28	GO:0015672	3.852e-02	1.869e-03	3.198e-02
28	GO:0032964	3.852e-02	1.869e-03	3.198e-02
28	GO:0006006	3.853e-02	1.871e-03	3.198e-02
28	GO:0016208	3.862e-02	1.885e-03	3.215e-02
28	GO:0021892	3.870e-02	1.897e-03	3.232e-02
28	GO:0010843	3.877e-02	1.907e-03	3.243e-02
28	GO:0044432	3.885e-02	1.919e-03	3.258e-02
28	GO:0043394	3.925e-02	1.976e-03	3.348e-02
28	GO:0006897	3.933e-02	1.987e-03	3.356e-02
28	GO:0010324	3.933e-02	1.987e-03	3.356e-02
28	GO:0007568	3.937e-02	1.992e-03	3.358e-02
28	GO:0003001	3.945e-02	2.003e-03	3.373e-02
28	GO:0006865	3.963e-02	2.030e-03	3.412e-02
28	GO:0001958	3.994e-02	2.078e-03	3.486e-02
28	GO:0021561	3.998e-02	2.084e-03	3.486e-02
28	GO:0021532	3.999e-02	2.085e-03	3.486e-02
28	GO:0001932	4.001e-02	2.089e-03	3.487e-02
28	GO:0030111	4.008e-02	2.097e-03	3.496e-02
28	GO:0043254	4.014e-02	2.106e-03	3.504e-02
28	GO:0048870	4.029e-02	2.125e-03	3.530e-02
28	GO:0005525	4.031e-02	2.128e-03	3.530e-02
28	GO:0001947	4.044e-02	2.147e-03	3.554e-02
28	GO:0030173	4.065e-02	2.176e-03	3.590e-02
